	X37.2degC	Heat.Shock	Mild.Oxidative.Stress._1	Severe.Oxidative.Stress	Gentamycin	Mitomycin.C	Norfloxacin	Osmostress	Starvation	Fresh.media._4	Sacarose	Mannose._1	Glycerol	X37degC	Heat.Shock6	X37.2degC._2	Glycerol._2	Starvation._2	Heat.Shock._2	Osmostress._2	Mild.Oxidative.Stress._2	Severe.Oxidative.Stress._2	Norfloxacin._2	Mitomycin.C._2	Gentamycin._2	Mannose._2	Sacarose._2	Fresh.media._2	Heat.Shock._3	X37.3C	Mild.Oxidative.Stress._3	Severe.Oxidative.Stress._3	Norfloxacin._3	Gentamycin._3	Mitomycin.C._3	Fresh.media._3	Starvation._3	Sacarose._3	Mannose._3	Glycerol._3	X37degC._3	X37.2degC._3	X32degC._1	X32degC._2	X32degC._3	M.Ox.St..5min_1	M.Ox.St..5min_2	M.Ox.St..5min_3	M.Ox.St..10min_1	M.Ox.St..10min_2	M.Ox.St..10min_3	M.Ox.St..15min_1	M.Ox.St..15min_2	M.Ox.St..15min_3	Mild.Oxidative.Stress._6	Mitomycin.C._4	Osmostress._4	Norfloxacin._4	Gentamycin_4	Fresh.Media._1	Starvation._4	Osmostress._5	Mild.Oxidative.Stress._5	rif1	rif2	rif3	rif4	rif5	rif6	rif7	rif8	rif9	rif10	rif11	rif12	non_adherent_1	non_adherent_2	HS.15min	HS.30min	HS.60min	HS.60min.37C.60min	Synch_1-EtOH-0hA	Synch_1-EtOH-2hA	Synch_1-EtOH-4hA	Synch_1-EtOH-6hA	Synch_1-EtOH-8hA	Synch_1-EtOH-10hA	Synch_1-EtOH-12hA	Synch_1-EtOH-14hA	Synch_1-EtOH-16hA	Synch_1-EtOH-18hA	Synch_1-CytoB-0hA	Synch_1-CytoB-2hA	Synch_1-CytoB-4hA	Synch_1-CytoB-6hA	Synch_1-CytoB-8hA	Synch_1-CytoB-10hA	Synch_1-CytoB-12hA	Synch_1-CytoB-14hA	Synch_1-CytoB-16hA	Synch_1-CytoB-18hA	Synch_2-CytoB-10hB	Synch_2-CytoB-12hB	Synch_2-CytoB-14hB	Synch_2-CytoB-16hB	Synch_2-CytoB-18hB	Synch_2-CytoB-20hB	Synch_2-CytoB-22hB	Synch_2-CytoB-24hB	Synch_2-EtOH-0hB	Synch_2-EtOH-2hB	Synch_2-EtOH-4hB	Synch_2-EtOH-6hB	Synch_2-EtOH-8hB	Synch_2-EtOH-10hB	Synch_2-EtOH-12hB	Synch_2-EtOH-14hB	Synch_2-EtOH-16hB	Synch_2-EtOH-18hB	Synch_2-EtOH-20hB	Synch_2-EtOH-24hB	Synch_2-EtOH-22hB	Synch_2-CytoB-0hB	Synch_2-CytoB-2hB	Synch_2-CytoB-4hB	Synch_2-CytoB-6hB	Synch_2-CytoB-8hB	GC_2,_3-MM12	GC_2,_3-MM12-2	GC_2,_3-Fresh1	GC_2,_3-Fresh2	GC_2,_3-Fresh3	GC_2,_3-Fresh4	GC_2,_3-NaCl2	GC_2,_3-NaCl3	GC_2,_3-NaCl4	GC_2,_3-Ac2	GC_2,_3-Ac3	GC_2,_3-Ac4	GC_2,_3-Lac2	GC_2,_3-Lac3	GC_2,_3-Lac4	GC_2,_3-LpH2	GC_2,_3-LpH3	GC_2,_3-LpH4	Synch_3-EtOH-0hC	Synch_3-EtOH-2hC	Synch_3-EtOH-4hC	Synch_3-EtOH-6hC	Synch_3-EtOH-8hC	Synch_3-EtOH-10hC	Synch_3-EtOH-12hC	Synch_3-EtOH-14hC	Synch_3-EtOH-16hC	Synch_3-EtOH-18hC	Synch_3-EtOH-20hC	Synch_3-CytoB-0hC	Synch_3-CytoB-2hC	Synch_3-CytoB-4hC	Synch_3-CytoB-6hC	Synch_3-CytoB-8hC	Synch_3-CytoB-10hC	Synch_3-CytoB-12hC	Synch_3-CytoB-14hC	Synch_3-CytoB-16hC	Synch_3-CytoB-18hC	Synch_3-CytoB-20hC	Synch_3-EtOH-0h	GC_4-2h	GC_4-12h	GC_4-24h	GC_4-36h	GC_4-48h	GC_4-60h	GC_4-72h	GC_4-84h	GC_4-96h	GC_5-spin1	GC_5-spin2	GC_5-spin3	GC_5-spin4	GC_6-Gly1	GC_6-Gly2	GC_6-Gly3	GC_6-Gly4	Starv-starv0h	Starv-starv2h	Starv-starv4h	Starv-starv6h	Starv-starv8h	Starv-starv10h	SHX-aFru	SHX-aMan	SHX-0Shx	SHX-15Shx	SHX-30Shx	SHX-3xcells	SHX-5xcells	GC_7-GG2	GC_7-GG3	GC_7-GG4	GC_10-NaCl1.1	GC_10-NaCl2.1	GC_10-NaCl3.1	GC_10-Ac1.1	GC_10-Ac2.1	GC_10-Ac3.1	GC_10-Lac1.1	GC_10-Lac2.1	GC_10-Lac3.1	GC_10-LpH1.1	GC_10-LpH2.1	GC_10-LpH3.1	GC_4-120h	GC_4-144h	GC_11-B170d1	GC_11-B170d2	GC_11-B170d3	GC_11-B170d4	TFI-TF1	TFI-TF4	TFI-TF7	TFI-TF8	TFI-TF10	TFI-TF12	TFI-TF14	TFI-TF16	TFI-TF17	TFI-TF18	TFI-2hF	TFI-2hC	TFI-6h	TFI-aMM12	New_slides-d24h	New_slides-d48h	SR-0'Shx	SR-15'Shx	SR-30'Shx	SR-ctlSR	SR-SR	SR-5'NV	SR-15'NV	SR-30'NV	SR-60'NV	SR-2dHS	TFII-TF5	TFII-TF6	TFII-TF13	TFII-TF15	GC_1-24h	GC_1-48h	GC_1-72h
MPN001	13.42518064	14.39822464	12.9332884	12.9809495	12.74509445	14.03325445	12.60762174	12.85192511	12.5346202	13.28480115	14.28518898	12.7746148	12.86676993	13.46748866	12.99662123	13.20933094	13.17241534	12.5785063	14.15076719	11.91765638	13.26515545	12.34240997	12.69775099	13.7647074	12.74509445	12.71177496	14.32489291	12.56511203	13.90309961	13.02853257	12.36149065	13.06548539	12.9332884	12.38169961	13.34274265	13.04720159	12.08237355	14.39367993	12.63729175	13.13525922	13.08142534	12.71367887	11.91765638	12.62288617	12.22969285	12.46363798	13.15397397	13.11761935	12.46363798	13.46748866	12.94808867	12.74509445	13.01260788	13.36271445	12.99662123	13.48870298	12.42272079	12.39537317	13.20681758	12.43776903	12.14359688	11.57620357	12.9015257	13.73579967	13.11761935	13.15397397	13.2749783	13.79028464	13.62983931	14.10718152	13.53191195	13.30482898	13.2079543	13.30482898	13.79028464	12.16645666	12.39537317	13.17241534	13.32334451	13.40494462	13.13682721	13.42275823	12.36931265	12.47560981	12.45979621	12.37980365	12.64814317	12.3673657	12.61896421	13.24501067	12.99515914	12.81927408	12.94808867	12.99515914	13.06388622	12.75081232	12.81927408	12.66690081	12.68092531	12.83570884	12.86676993	12.59239335	12.69414776	12.54941971	12.25044546	12.59057143	11.34409355	12.47760512	12.32910682	13.19116992	11.72413973	13.11612575	12.5785063	12.60762174	12.96272752	12.46171989	12.17704332	12.3567126	11.9700323	11.71358351	12.9809495	12.66502743	13.15259923	12.97471802	12.47560981	12.88374759	12.39330021	12.29235703	12.64631605	11.77820954	13.07867948	12.8998911	12.83392801	12.72372606	12.61501929	12.86327314	12.36435068	12.32711164	12.60167732	13.24232104	13.29653552	13.13368665	12.86502408	12.8998911	12.7200082	12.99369279	13.15397397	13.30482898	13.22797936	12.54941971	12.82102372	12.68288222	12.94664316	12.88374759	13.60378357	13.06388622	12.82102372	13.11612575	13.22659296	12.9332884	12.72926227	13.28480115	12.88374759	12.94808867	12.86851069	13.18972095	12.50566711	12.91672488	11.9070776	12.97937058	12.9809495	13.65515122	13.55560023	13.20933094	12.54941971	13.36014873	13.19116992	12.17931056	13.11761935	13.55438141	14.03235102	12.54941971	13.48870298	14.39822464	13.87508549	13.38175962	13.60378357	13.99796477	14.90236275	14.52200324	14.78292792	13.09655865	13.51298409	12.80127579	12.50162086	12.81751933	12.26377298	13.17096369	12.00284715	13.06548539	13.36271445	12.9015257	12.88550665	13.03011483	12.62288617	12.85192511	13.22797936	12.57494753	12.8819834	13.32085775	12.8819834	12.8998911	12.69233824	13.34274265	13.49440366	10.08676392	11.20218982	12.01510207	13.9370506	12.99369279	13.02535417	13.51053498	12.77295084	13.40666107	13.34019399	13.42275823	13.34576509	13.22789459	13.50721459	10.93434683	11.16510489	12.29235703	13.01113972	12.66690081	13.2079543	12.00284715	12.320596	12.28097503	11.33279649	12.03736175	11.29186133	11.48416406	12.43776903	12.16645666	13.15397397	13.96780242	13.84741762	13.96780242	13.60378357	11.95985625	12.11921167	13.50978255
MPN002	10.65640782	11.92786676	9.852314084	10.28626132	9.706791934	12.05966281	9.80578789	10.78696461	10.09402766	10.56019652	13.42275823	10.30874542	10.62454547	10.45266515	10.72570315	10.68678044	11.2573853	10.57128782	11.94892402	11.44854324	9.848811046	10.14906758	10.02686759	12.2171512	9.968055416	11.103922	13.83296679	10.39848878	11.70344142	9.808952729	9.842777667	9.955538856	10.06363058	9.6647105	11.53002606	10.35414561	10.23183769	13.44006605	10.67920533	10.79964014	10.3240366	10.42965795	9.604690688	9.516319234	9.423043467	10.10089289	9.874022761	9.736976723	9.91088955	9.852314084	9.732780568	9.566637256	9.80578789	9.745216715	9.660613616	11.56714288	10.71838767	10.10089289	8.531639392	10.09746028	9.597301601	10.3240366	9.903426049	11.91765638	11.10689189	11.05865305	10.52176388	11.69197505	11.91543576	12.74509445	11.44618197	11.58622879	11.50967576	11.39795121	12.22755383	10.49573596	10.53724885	10.40694812	10.45266515	10.54498346	10.24794028	11.14923263	10.69472836	10.82208808	10.71145478	10.90708367	10.49237541	10.54151078	10.88940678	10.91821485	11.01119054	11.15954705	10.69472836	11.12000792	10.93714514	10.88452283	10.69139162	10.99853334	10.92200277	10.88452283	11.06370039	10.82879482	10.81137064	10.71005604	10.53802795	10.50401124	10.6803886	10.65640782	10.66515903	11.2412575	11.54848107	11.06370039	10.8399871	11.02147454	11.01875657	10.95932925	10.76844852	11.35585289	11.22524287	11.51228285	11.1708131	11.18366167	10.96650246	10.27905151	11.05612387	11.07928593	10.86033026	10.66850483	11.05830427	10.67723502	11.07659823	10.83697174	10.59153861	11.00578665	10.57299126	11.05101959	10.70413032	10.44940756	10.86963159	11.39052935	11.48286865	11.24427925	10.60696579	10.87608053	10.77893293	11.37556017	11.30830177	11.30000285	11.27439269	10.93245854	11.1708131	11.20218982	10.99190325	10.92200277	10.9691381	11.07149936	11.35585289	11.53660569	11.28910255	11.12271093	10.990844	11.16216239	11.29751055	10.86343826	10.88771512	10.95197648	10.53724885	10.50757239	10.27847992	10.83697174	10.69472836	11.13465676	11.11206013	10.92106544	10.59864068	11.23645138	11.14670854	11.06639908	11.69421438	11.82130238	12.04712405	11.09041382	11.47511615	12.59239335	12.24127981	11.15425875	10.8399871	11.78295838	13.11612575	13.13052771	13.08142534	11.26913901	12.49802841	10.71963718	10.05563308	10.44126722	10.8267751	11.04119112	10.91020105	11.37218187	10.990844	11.02147454	10.59055942	10.5675588	10.77153112	10.8026772	10.77905427	10.71145478	10.54576258	11.5166017	11.10939409	10.76844852	10.81580139	11.51694911	11.40048292	9.91088955	10.01041007	10.9691381	12.56511203	11.28633573	11.41681416	12.49051751	11.05612387	12.20929823	10.95668752	12.08995444	11.94166148	12.55505468	11.97200824	10.09350807	9.85809263	11.05612387	11.17571275	11.20218982	11.0875075	10.35414561	9.995313701	10.16773372	9.508095276	9.566637256	9.895795824	9.91088955	10.08676392	10.37630367	11.05142381	12.96428585	12.15439186	12.80502033	12.73717836	10.93245854	10.78696461	10.96385912
MPN003	12.60762174	13.28480115	12.63729175	12.50566711	12.5785063	13.7647074	12.3567126	12.19051895	12.29457791	13.36271445	13.20657364	12.25507865	12.22755383	12.7746148	12.25507865	12.42272079	12.25507865	12.49123126	12.5346202	11.9700323	12.24127981	12.695952	12.03736175	12.9809495	12.36931265	11.88570342	13.06132875	12.66690081	12.69775099	12.74324813	12.34884237	12.83748449	12.33307975	12.20382495	12.83748449	12.9332884	12.9015257	13.33634297	11.9070776	12.17704332	12.25507865	12.20382495	12.82102372	13.04720159	12.5202937	12.94808867	12.96428585	12.91672488	13.17241534	12.66690081	12.45034698	12.56511203	12.69775099	12.5202937	12.59239335	12.9015257	12.2171512	11.67454268	13.11312546	12.7746148	12.62288617	12.5346202	12.04945009	10.77905427	12.5202937	12.16645666	12.60762174	12.68092531	12.99515914	12.26811063	13.2079543	13.13682721	12.88374759	13.08142534	11.15174935	12.5785063	12.3567126	12.2171512	12.33307975	12.320596	12.26811063	12.02183996	13.32334451	13.2079543	12.94519343	12.80315079	12.53068825	12.68092531	12.41848062	12.1885583	12.15245632	12.15245632	12.63729175	12.75826616	12.94664316	12.99515914	12.80315079	12.7746148	12.695952	12.47560981	12.30491694	13.19116992	13.57808211	13.6311142	13.1146278	13.44501447	13.22520251	13.46748866	13.02694569	12.9332884	13.28480115	14.24354578	13.79129223	13.5568155	13.46628079	13.28342652	13.32210295	12.9015257	12.75998044	12.69775099	12.39537317	12.8998911	13.13525922	13.68634375	13.26381217	13.44501447	13.55560023	12.47560981	12.76960831	13.42154171	13.30208064	12.54741336	12.13894305	12.78357577	12.51215592	12.35081856	NA	12.48543417	11.93178688	13.03404928	12.95486722	12.3912212	12.97778706	12.39330021	11.33686435	13.02694569	12.9332884	12.9332884	12.9809495	13.11761935	13.2463496	12.94808867	12.80315079	12.59057143	13.40494462	12.93164654	12.40848295	12.77295084	12.75826616	12.65178147	12.63729175	13.48870298	13.2079543	12.96428585	13.01260788	12.93164654	13.30482898	12.49123126	13.22797936	13.17096369	13.08142534	13.20933094	12.56300752	12.28097503	12.36931265	12.37790215	12.25507865	13.20933094	12.33307975	12.01027167	12.26594496	13.46748866	12.88550665	12.80502033	12.5346202	13.11761935	13.73579967	13.30345681	12.88374759	12.45593193	12.5346202	12.50162086	12.77395856	13.06228239	13.0441584	12.74139642	13.34019399	12.39330021	12.9809495	12.36931265	12.30691282	13.65515122	13.20933094	12.63729175	13.5568155	13.40494462	12.85192511	13.8732275	13.09655865	12.97778706	13.53082456	13.17096369	11.97409889	12.11921167	12.08226516	13.06548539	13.7647074	12.9332884	13.65515122	12.3912212	11.52327538	13.22327285	11.82356492	12.35239535	12.40454045	12.13894305	11.6623433	13.28716807	13.59926935	12.66314857	12.40454045	13.44501447	13.60265995	13.42518064	13.09810348	12.69775099	12.91672488	13.28480115	12.05966281	11.79599366	12.83748449	12.72926227	12.86851069	13.13682721	12.2171512	14.19858552	14.15076719	14.33623474	13.96780242	13.5568155	13.19116992	13.09655865
MPN004	10.56019652	10.36876175	11.11471841	10.78300944	10.73323578	11.79599366	10.52995102	10.26633254	11.06639908	11.2412575	11.17697056	10.39090727	10.31264394	10.53724885	10.64181809	10.73323578	10.8171813	11.02880262	10.34663447	10.84786244	10.66397651	11.37793436	10.79507348	11.69421438	10.88771512	10.68358918	11.41984257	11.40665604	10.23986268	11.55076749	11.13585856	10.9399353	10.24794028	10.59864068	11.4401066	10.78300944	11.35585289	10.86391275	10.50757239	10.61013879	10.4602228	10.44450327	11.02147454	10.57501683	10.85542289	10.990844	10.5675588	10.47570537	11.22524287	10.67920533	10.51122114	11.22524287	10.54498346	10.72570315	10.9619633	11.28289205	10.45266515	10.06363058	12.15826983	11.05142381	11.01386421	11.45688927	10.70222439	9.069198317	11.29186133	11.13087413	10.42965795	11.13590293	11.25489481	10.22087181	11.5277824	11.66440155	11.64197837	11.74327621	9.615203943	11.00640836	10.65640782	10.29361792	10.42258026	10.27001699	10.36876175	10.62853582	11.64426536	11.43774149	11.36755304	11.30577339	10.76535691	11.26327468	10.94912346	10.49607682	10.44102837	10.68358918	11.17810412	11.28026542	11.3867641	11.50967576	11.36180873	11.03650782	11.42146756	10.98091995	10.89928857	11.34885448	11.7191159	11.63509066	11.57149466	11.43774149	11.30323762	11.32321259	10.97101314	11.35585289	11.4237841	11.69197505	11.57620357	11.80576202	11.55560063	11.58364211	11.68242422	11.2573853	11.05142381	11.45688927	10.57501683	10.95932925	11.04119112	11.27164256	11.61309822	11.58364211	11.58364211	11.23099323	11.10670095	11.21834638	11.48835029	10.90708367	10.94177546	11.34170265	10.93624618	10.93152389	11.46148036	10.86963159	10.73145174	11.23403778	11.44278254	10.87276293	11.41914426	11.1795296	9.911984902	11.88370292	11.74327621	11.48877429	11.64426536	11.68496028	12.03736175	11.38030164	11.46347004	11.18366167	11.39795121	11.56028061	11.51228285	11.50967576	11.40415626	11.49338453	11.26594487	11.7532429	11.71115887	11.60516675	11.49338453	11.45456552	11.79599366	11.70344142	11.8576879	12.00041745	11.92786676	11.64426536	11.45456552	11.30000285	11.34086125	11.42323089	11.21049237	12.2171512	11.65420112	11.14923263	11.19138936	11.9070776	11.12271093	11.00640836	10.8399871	11.69421438	11.83599913	11.56479198	11.12000792	11.04444653	10.8026772	11.04601973	10.76164123	11.25239706	11.10094345	11.18095923	11.61039489	11.32991853	10.71838767	10.72570315	10.48413409	11.66440155	11.16216239	11.10689189	11.65420112	11.37218187	10.9619633	11.94453372	11.40164918	11.18895812	11.9553876	11.6517389	10.80117646	10.72570315	10.43319765	12.78814526	12.25507865	11.38940482	11.65420112	10.78059014	10.0056011	10.92977668	10.11875857	10.6843794	10.67296975	10.17482714	10.23507626	11.20456737	11.31040591	11.44381379	11.22830682	11.63273865	11.51911219	11.8576879	10.86033026	10.97615669	11.21806296	11.34086125	10.23183769	10.05627765	10.80986457	10.83229736	10.64181809	11.11471841	10.67920533	12.94808867	11.9070776	12.39537317	12.62288617	11.53002606	11.05503843	10.75045083
MPN005	9.892192523	10.64181809	9.874022761	9.775835346	10.13821695	11.2412575	10.11163773	9.643927914	9.635638949	10.50366992	10.27424846	10.21006633	9.851737053	9.895795824	9.516319234	9.604690688	9.475292617	9.550108708	9.643927914	9.106316309	9.135148808	9.536003849	9.504189326	9.80578789	9.616204304	9.340207463	10.03649779	9.925865968	10.04123143	10.84478578	9.8270248	10.09402766	10.19634138	10.21006633	10.16044964	10.07094026	9.635638949	9.997094829	9.581505912	9.270097902	9.566637256	9.721229822	10.33952948	10.94713823	10.57501683	9.566637256	9.768465681	9.790548818	9.874022761	9.627697783	9.398840279	9.616204304	9.61226035	9.76010079	9.8659132	11.10689189	10.10803905	10.34308198	13.00647015	10.07094026	9.881510102	10.45266515	10.02686759	9.616204304	9.972401678	10.26264809	10.18247533	10.54151078	10.27424846	10.3240366	10.52625129	10.74144757	10.46442564	10.85542289	9.461350295	10.30500032	10.45644397	9.724907118	9.550108708	9.311099707	9.195401295	10.23975724	10.10803905	10.11875857	10.13778773	9.825050616	9.876607806	10.20665701	10.0481207	10.25890147	10.24385438	10.08647414	10.01868214	9.929138332	9.944701242	10.05220864	10.11140691	9.821643002	9.99153608	9.771430736	9.727807142	9.852314084	9.80445422	9.775835346	9.658758811	9.679769039	9.451026866	9.91088955	9.513930084	10.62760101	10.1152364	10.43359467	10.22087181	10.20342204	10.33961752	10.06698706	9.906624693	9.790548818	9.508095276	9.699057639	9.745216715	9.801462443	9.833169917	9.780025406	9.622976579	9.891656755	10.23579169	9.569429608	9.883435125	9.722552358	10.16742535	9.104393767	9.170906244	9.203820455	8.90854303	9.301540794	9.450154673	9.240389899	9.105052803	9.876025953	9.614136769	9.281693136	10.02606697	9.755513336	8.96741153	9.650677263	9.550108708	9.574299472	9.516319234	9.284758141	9.786983389	9.475292617	9.023268447	9.401623474	9.752462456	9.322364466	9.195401295	9.13780066	9.081864251	9.223910048	9.144244659	9.223910048	9.357480059	9.311099707	9.292963759	9.375123354	9.691964144	9.933424359	9.627697783	9.998787081	9.752462456	10.04879417	10.23579169	9.68440289	9.80578789	9.894733245	9.61226035	9.652818883	9.676870136	10.0022706	10.95197648	9.768465681	9.728584413	9.449298608	9.407141462	9.783417961	10.10089289	10.07463821	9.833169917	9.4616515	9.68440289	9.887524769	9.958781328	9.497788469	9.572230114	9.254741518	9.555917466	9.473988015	9.249631268	9.126008927	9.415393529	9.706791934	9.652818883	9.566637256	9.8659132	9.660613616	9.440521456	9.564315078	9.812126808	9.386945142	9.682676405	10.08257053	9.327959675	10.03400753	8.701443298	10.78300944	10.43336755	9.903426049	10.45266515	10.39889631	9.850577929	9.408634693	9.751728376	9.55351097	10.30133176	10.02606697	10.24739498	9.261841524	9.818762795	9.183788961	9.15815655	10.06698706	9.793774219	9.407141462	9.081864251	10.10089289	10.26264809	10.23986268	10.28626132	9.903426049	9.728584413	9.845308007	9.925865968	10.05627765	9.449298608	12.29457791	11.38030164	11.62570995	11.72413973	9.736976723	9.859210084	10.25514531
MPN006	10.23183769	11.1708131	10.74144757	10.68678044	10.56019652	11.84733521	10.77905427	10.97615669	10.78696461	11.03650782	12.80127579	10.5675588	10.65323411	10.61692299	10.23986268	10.13027044	10.33952948	9.925865968	9.4918646	10.00310043	9.821643002	10.4186357	9.4918646	10.33195709	9.311099707	9.388385734	10.77024826	9.918285884	9.790548818	10.25517184	10.30894795	10.46805745	9.691964144	9.941473706	10.13027044	9.475292617	9.988512001	10.50538655	9.423043467	9.207700382	8.936888194	9.346028661	10.09402766	9.941473706	9.80578789	9.721229822	9.581505912	9.52477602	9.768465681	9.76010079	9.821643002	9.933424359	9.68440289	9.903426049	10.35039004	10.50757239	9.660613616	9.925865968	9.636952602	9.941473706	9.829903154	10.27847992	10.13821695	10.0450128	10.10089289	10.56019652	9.995313701	10.25153755	10.66456691	10.73734168	10.40292809	10.53724885	10.79964014	10.49573596	10.08257053	10.25519829	10.15679768	9.115956375	9.040114321	8.735221972	9.292963759	9.924836847	10.21006633	10.39107857	10.3950522	10.42632545	10.05563308	10.12628575	10.20990143	9.748100224	9.808952729	9.877187963	10.27847992	10.05964327	10.19977849	10.03728251	9.884513052	9.660613616	9.855199145	9.748100224	9.855199145	10.082866	9.758573123	10.24794028	9.880362407	10.03009409	9.80445422	9.903426049	9.690253203	10.29361792	10.43707716	10.27424846	10.49170447	10.37630367	10.23579169	9.984184062	10.24385438	9.721229822	9.925865968	9.988512001	9.8659132	10.03009409	10.25153755	9.700839496	9.944701242	9.921556591	10.33583159	9.793774219	10.14482521	10.08959933	10.39125037	9.503039177	9.121767777	9.621075394	9.426037524	9.624866712	9.493205644	9.389822132	8.981933471	9.966492287	10.09245972	9.246343388	9.43762877	9.452468058	8.952968152	10.36151082	10.04123143	9.895795824	10.09402766	9.9071578	10.26264809	10.26264809	10.03009409	9.891656755	10.10089289	10.23579169	9.71410778	9.607504484	9.340207463	9.652818883	9.328225124	9.859210084	10.17127526	9.955538856	9.821643002	9.740243892	10.13821695	10.11163773	10.69472836	10.53396164	10.44450327	10.39469802	9.771430736	9.61226035	10.01041007	9.530490788	9.980739838	10.51486989	10.29361792	10.67296975	10.82603261	10.53724885	10.26633254	10.22447161	10.18247533	10.40694812	10.68678044	10.57171181	10.34317519	10.23160042	9.995313701	10.03333002	10.56762569	9.80445422	9.428721659	9.797009039	9.924836847	10.00637165	9.558130883	9.500283376	9.319579077	10.18988587	9.790548818	9.500283376	10.17511821	9.597301601	9.466728434	9.360169597	9.497788469	9.334174471	10.1298417	9.452468058	9.4231899	10.00310043	NA	11.35585289	11.07420888	10.24794028	11.00640836	9.518103184	9.636729602	10.39740571	9.287353796	9.477163278	9.789205926	9.416739248	9.858857098	10.24678372	9.978810952	9.386945142	9.610326495	9.655784518	9.655784518	10.09402766	9.833169917	9.8659132	10.13821695	10.13821695	10.70222439	10.67920533	9.918285884	10.00310043	10.27001699	9.948878689	9.097313828	12.5785063	11.44854324	12.00284715	11.76397253	10.64181809	10.4602228	9.962719176
MPN007	10.27424846	9.859210084	9.608475519	9.597301601	9.597301601	10.77153112	10.40694812	9.706791934	9.841551002	10.29361792	9.99115821	10.08676392	10.22079834	10.16044964	9.541796854	9.362974581	9.852314084	9.798479376	9.214653925	9.627697783	9.040114321	9.335791455	9.28886095	9.995313701	8.822582605	9.434504921	9.67588176	9.768465681	10.01041007	9.123891443	9.931410263	9.728584413	10.25519829	9.4918646	10.04879417	9.963709154	9.813514151	9.706406353	9.837793997	10.03009409	10.18988587	10.34663447	10.62054345	10.86343826	10.32023352	9.328225124	9.449298608	9.68440289	9.449298608	9.319579077	9.581505912	9.27645961	9.508095276	9.550108708	9.728584413	10.92106544	10.33952948	9.963709154	9.205097804	10.66397651	10.04123143	10.53724885	9.768465681	9.756281623	10.09402766	10.19634138	9.241002159	9.914070189	10.17865735	10.51122114	10.17127526	10.15314572	9.929138332	9.798479376	9.370558637	9.500283376	9.76010079	9.903426049	9.813514151	9.458511501	9.466728434	9.940427878	10.12274014	10.32030005	10.20322564	10.30504399	9.876607806	9.99153608	10.12229101	10.18605097	10.145192	9.914070189	10.24794028	10.02236917	10.25153755	10.19977849	9.899054798	9.948878689	10.11875857	9.891656755	9.786307725	9.577902692	9.847645071	9.440521456	9.210735026	9.361574133	9.633679741	9.752462456	9.610326495	10.10089289	10.17511821	10.2663218	9.955538856	9.652818883	9.840915707	9.511008427	9.6982666	9.768465681	9.627697783	10.16044964	9.721229822	9.865380664	10.44885786	9.628135276	9.580544703	9.592266605	9.808952729	8.900700012	9.240389899	9.516875602	9.513930084	9.123891443	8.433622817	8.905930633	8.918226568	9.467066494	8.968031244	8.962181709	9.310737912	8.875743334	9.771517437	8.979313151	9.055190436	8.732375384	8.064727507	9.940427878	9.798479376	9.48367318	9.728584413	9.249631268	10.15314572	9.566637256	9.544789606	9.392832563	9.532765033	9.840915707	8.756407656	9.414052268	8.943803879	9.030029884	8.656276309	9.362974581	9.128660292	9.059580937	9.14851652	9.207700382	9.752462456	9.301934236	9.241002159	9.611294832	9.888589221	10.08676392	10.14906758	9.516319234	10.07094026	9.369002672	10.05995411	9.079194833	8.628397841	9.48114066	10.09013108	9.895795824	9.80578789	10.09039579	9.852314084	9.790548818	10.27847992	10.22079834	10.25890147	9.639874452	9.389822132	9.705087001	11.35356193	9.625813158	9.210735026	9.220302187	9.59521712	9.18961533	9.440521456	9.319579077	9.859210084	9.466728434	9.620148259	9.508095276	9.941473706	9.721229822	9.532765033	9.055190436	9.289957029	9.254741518	9.220302187	8.890788035	8.990935778	9.790548818	NA	10.40694812	9.995313701	9.049655216	10.34663447	9.220302187	9.038389352	9.284797216	8.990602054	8.675518078	9.633679741	9.246343388	9.356945522	10.5519878	9.269540879	8.822455959	9.04540708	9.217473939	9.243668881	9.745216715	9.786307725	10.33195709	10.16773372	10.24794028	10.57501683	10.62054345	10.62760101	10.65640782	10.39090727	10.33952948	9.604690688	12.62288617	11.77499288	12.29457791	12.49123126	9.845308007	10.17511821	10.1075696
